complaint_id,customer_id,complaint_date,product,sub_product,issue,sub_issue,complaint_channel,customer_age,customer_segment,geography,account_tenure_months,transaction_frequency,monthly_spend,complaint_text,response_date,resolution_date,resolution_status,resolution_type,escalation_flag,satisfaction_score,agent_team,resolution_time_days,sla_breach_flag,repeat_complaint_flag,severity_level
CXP-2024-00065,CUST-10246,2024-01-05 09:17:00,Credit Card,Platinum Rewards Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Web Portal,32,Mass Market,Southeast,100,17,2374.5,I am writing regarding my Platinum Rewards Card account. I encountered a severe late fee charged despite on-time payment on 2024-01-05. I tried resolving this via Web Portal but the service was disappointing.,2024-01-05 22:17:00,2024-01-07 12:17:00,Closed with Explanation,Policy Explanation,0,5.0,Billing Services,2.12,0,0,LOW
CXP-2024-00229,CUST-10247,2025-11-28 13:20:00,Digital Banking,Web Online Portal,Digital Dispute Tool Error,Status tracker not updating,Written / Mail,24,Small Business,Midwest,173,39,5272.18,I am writing regarding my Web Online Portal account. I encountered a severe status tracker not updating on 2025-11-28. I tried resolving this via Written / Mail but the service was disappointing.,2025-11-28 15:20:00,2025-11-30 16:20:00,Closed with Non-Monetary Relief,Full Refund,0,5.0,Digital Tech Support,2.12,0,0,LOW
CXP-2024-00219,CUST-10250,2024-03-26 10:32:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Annual fee charged unexpectedly,Mobile App,31,Mass Market,Southwest,10,10,1575.75,Filing a formal complaint about annual fee charged unexpectedly. Resolution has taken too long and I am considering closing my account.,2024-03-26 13:32:00,2024-04-01 21:32:00,Closed with Explanation,Policy Explanation,1,4.0,Tier 2 Escalations,6.46,1,0,CRITICAL
CXP-2024-00308,CUST-10250,2025-01-26 20:38:00,Savings Account,Certificate of Deposit (CD),Interest Rate Dispute,Promotional APY rate dropped early,Phone / Contact Center,31,Mass Market,Southwest,10,10,1575.75,Disputed charge and promotional apy rate dropped early on Certificate of Deposit (CD). The app crashed and agent on phone was unable to waive fees.,2025-01-27 20:38:00,2025-02-03 00:38:00,Closed with Explanation,Dispute Denied,1,2.0,Tier 2 Escalations,7.17,1,0,CRITICAL
CXP-2024-00183,CUST-10251,2024-01-15 12:55:00,Personal Loans,Unsecured Fixed Loan,Billing & Fee Dispute,Direct debit pulled twice,Phone / Contact Center,25,Emerging Wealth,Southeast,8,33,3805.68,Filing a formal complaint about direct debit pulled twice. Resolution has taken too long and I am considering closing my account.,2024-01-15 16:55:00,2024-01-22 16:55:00,Closed with Non-Monetary Relief,Statement Credit,1,4.0,Tier 2 Escalations,7.17,1,0,CRITICAL
CXP-2024-00088,CUST-10252,2025-07-01 14:50:00,Credit Card,Travel Elite Card,Rewards Redemption Failure,Cashback balance calculation error,Phone / Contact Center,39,Premium Cardholder,Southeast,103,36,5584.14,Disputed charge and cashback balance calculation error on Travel Elite Card. The app crashed and agent on phone was unable to waive fees.,2025-07-01 19:50:00,2025-07-05 02:50:00,Closed with Monetary Relief,Full Refund,1,1.0,Tier 2 Escalations,3.5,0,0,HIGH
CXP-2024-00232,CUST-10255,2024-05-07 13:15:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Annual fee charged unexpectedly,Mobile App,44,Mass Market,West Coast,6,6,810.72,Filing a formal complaint about annual fee charged unexpectedly. Resolution has taken too long and I am considering closing my account.,2024-05-08 13:15:00,2024-05-08 20:15:00,Closed with Explanation,Policy Explanation,0,5.0,Billing Services,1.29,0,0,LOW
CXP-2024-00345,CUST-10255,2025-06-30 16:32:00,Personal Loans,Emergency Express Loan,Loan Payoff & Closing,Title release delayed post payment,Web Portal,44,Mass Market,West Coast,6,6,810.72,Disputed charge and title release delayed post payment on Emergency Express Loan. The app crashed and agent on phone was unable to waive fees.,2025-07-01 11:32:00,2025-07-13 02:32:00,Closed with Explanation,Dispute Denied,1,1.0,Tier 2 Escalations,12.42,1,0,CRITICAL
CXP-2024-00398,CUST-10256,2025-01-24 17:29:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Credit score drop notification error,Phone / Contact Center,61,Premium Cardholder,Midwest,37,31,5556.22,Filing a formal complaint about credit score drop notification error. Resolution has taken too long and I am considering closing my account.,2025-01-25 17:29:00,2025-01-27 01:29:00,Closed with Non-Monetary Relief,Statement Credit,0,5.0,Tier 1 General,2.33,0,0,LOW
CXP-2024-00255,CUST-10257,2024-04-17 18:32:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,Balance transfer fee dispute,Mobile App,51,Mass Market,Northeast,68,5,938.7,Disputed charge and balance transfer fee dispute on Cash Back Preferred. The app crashed and agent on phone was unable to waive fees.,2024-04-18 17:32:00,2024-04-27 00:32:00,Closed with Non-Monetary Relief,Full Refund,0,3.0,Tier 1 General,9.25,1,0,MEDIUM
CXP-2024-00113,CUST-10257,2025-03-27 09:37:00,Credit Card,Basic Credit Card,Credit Line Decrease,Credit limit reduced without clear reason,Web Portal,51,Mass Market,Northeast,68,5,938.7,Urgent issue: Credit limit reduced without clear reason regarding Credit Card. I request an immediate refund and resolution. My account tenure is 68 months and I expect better service.,2025-03-28 07:37:00,2025-03-30 12:37:00,Closed with Explanation,Policy Explanation,0,2.0,Tier 1 General,3.12,0,0,LOW
CXP-2024-00433,CUST-10258,2024-09-07 20:11:00,Credit Card,Basic Credit Card,Interest Rate Dispute,Balance transfer fee dispute,Web Portal,28,Mass Market,Southeast,7,6,1480.8,Filing a formal complaint about balance transfer fee dispute. Resolution has taken too long and I am considering closing my account.,2024-09-08 01:11:00,2024-09-12 08:11:00,Closed with Monetary Relief,Fee Waived,0,1.0,Tier 1 General,4.5,0,0,MEDIUM
CXP-2024-00493,CUST-10259,2024-02-21 09:34:00,Personal Loans,Emergency Express Loan,Interest Rate Dispute,Prepayment penalty charged unfairly,Phone / Contact Center,48,Mass Market,Southeast,62,19,2054.55,Urgent issue: Prepayment penalty charged unfairly regarding Personal Loans. I request an immediate refund and resolution. My account tenure is 62 months and I expect better service.,2024-02-22 06:34:00,2024-03-02 20:34:00,Closed with Monetary Relief,Statement Credit,1,2.0,Tier 2 Escalations,10.46,1,0,CRITICAL
CXP-2024-00390,CUST-10259,2025-10-15 13:04:00,Credit Card,Cash Back Preferred,Rewards Redemption Failure,Points failed to credit after promotion,Phone / Contact Center,48,Mass Market,Southeast,62,19,2054.55,Urgent issue: Points failed to credit after promotion regarding Credit Card. I request an immediate refund and resolution. My account tenure is 62 months and I expect better service.,2025-10-16 12:04:00,2025-10-16 17:04:00,Closed with Monetary Relief,Fee Waived,0,5.0,Tier 1 General,1.17,0,0,LOW
CXP-2024-00431,CUST-10259,2025-12-24 15:56:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Autopay processing error,Phone / Contact Center,48,Mass Market,Southeast,62,19,2054.55,Urgent issue: Autopay processing error regarding Credit Card. I request an immediate refund and resolution. My account tenure is 62 months and I expect better service.,2025-12-25 10:56:00,2025-12-25 23:56:00,Closed with Non-Monetary Relief,Fee Waived,0,4.0,Billing Services,1.33,0,1,HIGH
CXP-2024-00127,CUST-10260,2025-02-10 20:28:00,Credit Card,Platinum Rewards Card,Fraud & Unauthorized Transaction,Card cloned at gas station,Written / Mail,33,Mass Market,Midwest,93,15,1687.39,Urgent issue: Card cloned at gas station regarding Credit Card. I request an immediate refund and resolution. My account tenure is 93 months and I expect better service.,2025-02-11 12:28:00,2025-02-14 01:28:00,Closed with Monetary Relief,Fee Waived,1,4.0,Tier 2 Escalations,3.21,0,0,HIGH
CXP-2024-00323,CUST-10260,2025-08-04 10:45:00,Personal Loans,Emergency Express Loan,Loan Payoff & Closing,Title release delayed post payment,Web Portal,33,Mass Market,Midwest,93,15,1687.39,Extremely frustrated with the title release delayed post payment on my Emergency Express Loan. This has happened multiple times and customer support failed to resolve it promptly.,2025-08-05 04:45:00,2025-08-09 20:45:00,Closed with Non-Monetary Relief,Fee Waived,0,2.0,Tier 1 General,5.42,1,0,MEDIUM
CXP-2024-00178,CUST-10260,2025-12-21 16:46:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Credit limit reduced without clear reason,Branch,33,Mass Market,Midwest,93,15,1687.39,Disputed charge and credit limit reduced without clear reason on Platinum Rewards Card. The app crashed and agent on phone was unable to waive fees.,2025-12-21 22:46:00,2025-12-25 00:46:00,Closed with Monetary Relief,Statement Credit,0,1.0,Tier 1 General,3.33,0,0,LOW
CXP-2024-00357,CUST-10261,2024-01-19 11:17:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Mobile App,45,Emerging Wealth,Northeast,93,22,3169.1,Filing a formal complaint about late fee charged despite on-time payment. Resolution has taken too long and I am considering closing my account.,2024-01-20 06:17:00,2024-01-22 13:17:00,Closed with Explanation,Dispute Denied,0,2.0,Billing Services,3.08,0,0,LOW
CXP-2024-00387,CUST-10261,2025-02-14 12:46:00,Savings Account,Money Market Account,Account Maintenance,Monthly maintenance fee assessed despite minimum balance,Mobile App,45,Emerging Wealth,Northeast,93,22,3169.1,Disputed charge and monthly maintenance fee assessed despite minimum balance on Money Market Account. The app crashed and agent on phone was unable to waive fees.,2025-02-14 19:46:00,2025-02-17 20:46:00,Closed with Explanation,Dispute Denied,0,4.0,Tier 1 General,3.33,0,0,LOW
CXP-2024-00343,CUST-10261,2025-04-23 11:58:00,Savings Account,High Yield Savings,Account Maintenance,Monthly maintenance fee assessed despite minimum balance,Web Portal,45,Emerging Wealth,Northeast,93,22,3169.1,Extremely frustrated with the monthly maintenance fee assessed despite minimum balance on my High Yield Savings. This has happened multiple times and customer support failed to resolve it promptly.,2025-04-24 06:58:00,2025-04-29 12:58:00,Closed with Monetary Relief,Fee Waived,0,2.0,Tier 1 General,6.04,1,1,HIGH
CXP-2024-00453,CUST-10264,2024-03-30 11:41:00,Digital Banking,Web Online Portal,Security & Credentials,Unrecognized login security alert,Web Portal,41,High Net Worth,Southwest,84,50,8048.36,Filing a formal complaint about unrecognized login security alert. Resolution has taken too long and I am considering closing my account.,2024-03-30 22:41:00,2024-04-09 21:41:00,Closed with Monetary Relief,Fee Waived,0,2.0,Digital Tech Support,10.42,1,0,MEDIUM
CXP-2024-00305,CUST-10264,2024-12-27 17:49:00,Digital Banking,Mobile App Android,Security & Credentials,Account locked after password reset,Web Portal,41,High Net Worth,Southwest,84,50,8048.36,Disputed charge and account locked after password reset on Mobile App Android. The app crashed and agent on phone was unable to waive fees.,2024-12-28 16:49:00,2025-01-05 01:49:00,Closed with Monetary Relief,Statement Credit,1,1.0,Tier 2 Escalations,8.33,1,0,CRITICAL
CXP-2024-00271,CUST-10265,2024-10-16 20:29:00,Credit Card,Basic Credit Card,Credit Line Decrease,Credit score drop notification error,Mobile App,37,Mass Market,Southwest,93,9,1420.64,Disputed charge and credit score drop notification error on Basic Credit Card. The app crashed and agent on phone was unable to waive fees.,2024-10-17 11:29:00,2024-10-18 08:29:00,Closed with Non-Monetary Relief,Statement Credit,0,5.0,Tier 1 General,1.5,0,0,LOW
CXP-2024-00024,CUST-10265,2025-12-25 13:05:00,Digital Banking,Mobile App Android,Security & Credentials,Account locked after password reset,Web Portal,37,Mass Market,Southwest,93,9,1420.64,Extremely frustrated with the account locked after password reset on my Mobile App Android. This has happened multiple times and customer support failed to resolve it promptly.,2025-12-25 23:05:00,2025-12-26 20:05:00,Closed with Non-Monetary Relief,Full Refund,0,5.0,Digital Tech Support,1.29,0,0,LOW
CXP-2024-00260,CUST-10266,2024-07-30 13:49:00,Digital Banking,Web Online Portal,Mobile App Access/Outage,Two-factor authentication SMS delayed,Web Portal,46,Mass Market,Southwest,128,7,1505.87,Filing a formal complaint about two-factor authentication sms delayed. Resolution has taken too long and I am considering closing my account.,2024-07-30 20:49:00,2024-07-31 22:49:00,Closed with Explanation,Policy Explanation,0,5.0,Digital Tech Support,1.38,0,0,LOW
CXP-2024-00491,CUST-10266,2025-06-20 20:29:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Annual fee charged unexpectedly,Mobile App,46,Mass Market,Southwest,128,7,1505.87,Filing a formal complaint about annual fee charged unexpectedly. Resolution has taken too long and I am considering closing my account.,2025-06-21 06:29:00,2025-06-22 07:29:00,Closed with Non-Monetary Relief,Statement Credit,0,4.0,Billing Services,1.46,0,0,LOW
CXP-2024-00269,CUST-10267,2025-11-19 17:25:00,Credit Card,Platinum Rewards Card,Interest Rate Dispute,APR increased without prior notification,Web Portal,30,High Net Worth,Southeast,16,68,12690.44,Extremely frustrated with the apr increased without prior notification on my Platinum Rewards Card. This has happened multiple times and customer support failed to resolve it promptly.,2025-11-20 07:25:00,2025-11-20 19:25:00,Closed with Explanation,Dispute Denied,0,5.0,Tier 1 General,1.08,0,0,LOW
CXP-2024-00446,CUST-10268,2025-11-01 14:27:00,Savings Account,High Yield Savings,Interest Rate Dispute,Tiered balance APY threshold issue,Written / Mail,85,Premium Cardholder,Northeast,17,42,5527.1,Urgent issue: Tiered balance APY threshold issue regarding Savings Account. I request an immediate refund and resolution. My account tenure is 17 months and I expect better service.,2025-11-02 04:27:00,2025-11-05 00:27:00,Closed with Explanation,Policy Explanation,0,4.0,Tier 1 General,3.42,0,0,LOW
CXP-2024-00210,CUST-10269,2024-01-13 14:39:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Phone / Contact Center,31,Mass Market,Southeast,166,12,2124.24,Urgent issue: Late fee charged despite on-time payment regarding Credit Card. I request an immediate refund and resolution. My account tenure is 166 months and I expect better service.,2024-01-13 17:39:00,2024-01-14 18:39:00,Closed with Non-Monetary Relief,Statement Credit,0,5.0,Billing Services,1.17,0,0,LOW
CXP-2024-00263,CUST-10272,2024-12-18 18:05:00,Digital Banking,Web Online Portal,Security & Credentials,Device registration loop error,Phone / Contact Center,59,Emerging Wealth,Southwest,185,29,4807.1,Extremely frustrated with the device registration loop error on my Web Online Portal. This has happened multiple times and customer support failed to resolve it promptly.,2024-12-19 14:05:00,2024-12-20 22:05:00,Closed with Non-Monetary Relief,Full Refund,0,3.0,Digital Tech Support,2.17,0,0,LOW
CXP-2024-00352,CUST-10274,2024-06-10 09:28:00,Credit Card,Travel Elite Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Phone / Contact Center,34,Mass Market,Northeast,23,6,936.47,Extremely frustrated with the late fee charged despite on-time payment on my Travel Elite Card. This has happened multiple times and customer support failed to resolve it promptly.,2024-06-11 09:28:00,2024-06-12 13:28:00,Closed with Monetary Relief,Full Refund,0,5.0,Billing Services,2.17,0,0,LOW
CXP-2024-00302,CUST-10275,2025-09-05 20:54:00,Credit Card,Cash Back Preferred,Rewards Redemption Failure,Points failed to credit after promotion,Phone / Contact Center,49,Emerging Wealth,Midwest,7,27,3056.29,Disputed charge and points failed to credit after promotion on Cash Back Preferred. The app crashed and agent on phone was unable to waive fees.,2025-09-06 07:54:00,2025-09-12 23:54:00,Closed with Monetary Relief,Statement Credit,0,2.0,Tier 1 General,7.12,1,0,MEDIUM
CXP-2024-00483,CUST-10277,2024-01-28 18:05:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Requested limit increase denied,Mobile App,27,Mass Market,Southwest,49,15,2135.9,Filing a formal complaint about requested limit increase denied. Resolution has taken too long and I am considering closing my account.,2024-01-29 11:05:00,2024-01-29 19:05:00,Closed with Monetary Relief,Fee Waived,0,4.0,Tier 1 General,1.04,0,0,LOW
CXP-2024-00452,CUST-10277,2025-11-10 17:17:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Annual fee charged unexpectedly,Phone / Contact Center,27,Mass Market,Southwest,49,15,2135.9,Extremely frustrated with the annual fee charged unexpectedly on my Basic Credit Card. This has happened multiple times and customer support failed to resolve it promptly.,2025-11-10 22:17:00,2025-11-14 04:17:00,Closed with Explanation,Dispute Denied,0,3.0,Billing Services,3.46,0,0,LOW
CXP-2024-00439,CUST-10278,2024-12-19 13:01:00,Credit Card,Basic Credit Card,Fraud & Unauthorized Transaction,Card cloned at gas station,Mobile App,37,High Net Worth,Southeast,33,108,15540.66,Disputed charge and card cloned at gas station on Basic Credit Card. The app crashed and agent on phone was unable to waive fees.,2024-12-20 10:01:00,2024-12-20 21:01:00,Closed with Explanation,Policy Explanation,0,4.0,Fraud Ops,1.33,0,0,HIGH
CXP-2024-00118,CUST-10278,2025-03-14 10:06:00,Personal Loans,Emergency Express Loan,Loan Payoff & Closing,Payoff quote expired early,Mobile App,37,High Net Worth,Southeast,33,108,15540.66,Filing a formal complaint about payoff quote expired early. Resolution has taken too long and I am considering closing my account.,2025-03-15 08:06:00,2025-03-17 12:06:00,Closed with Explanation,Dispute Denied,0,3.0,Tier 1 General,3.08,0,1,HIGH
CXP-2024-00106,CUST-10280,2024-04-27 13:38:00,Credit Card,Basic Credit Card,Rewards Redemption Failure,Points failed to credit after promotion,Mobile App,43,High Net Worth,Southwest,22,79,12089.52,Filing a formal complaint about points failed to credit after promotion. Resolution has taken too long and I am considering closing my account.,2024-04-27 16:38:00,2024-05-01 23:38:00,Closed with Non-Monetary Relief,Fee Waived,0,3.0,Tier 1 General,4.42,0,0,MEDIUM
CXP-2024-00376,CUST-10280,2024-07-22 13:34:00,Personal Loans,Debt Consolidation Loan,Loan Payoff & Closing,Payoff quote expired early,Mobile App,43,High Net Worth,Southwest,22,79,12089.52,Urgent issue: Payoff quote expired early regarding Personal Loans. I request an immediate refund and resolution. My account tenure is 22 months and I expect better service.,2024-07-23 01:34:00,2024-07-29 16:34:00,Closed with Monetary Relief,Statement Credit,0,1.0,Tier 1 General,7.12,1,1,HIGH
CXP-2024-00066,CUST-10280,2025-01-14 12:26:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Requested limit increase denied,Phone / Contact Center,43,High Net Worth,Southwest,22,79,12089.52,Filing a formal complaint about requested limit increase denied. Resolution has taken too long and I am considering closing my account.,2025-01-14 17:26:00,2025-01-17 23:26:00,Closed with Explanation,Policy Explanation,0,1.0,Tier 1 General,3.46,0,0,LOW
CXP-2024-00448,CUST-10281,2024-02-21 12:10:00,Credit Card,Cash Back Preferred,Credit Line Decrease,Credit limit reduced without clear reason,Web Portal,32,Premium Cardholder,Southeast,55,34,5930.14,Extremely frustrated with the credit limit reduced without clear reason on my Cash Back Preferred. This has happened multiple times and customer support failed to resolve it promptly.,2024-02-21 16:10:00,2024-02-28 00:10:00,Closed with Non-Monetary Relief,Full Refund,0,2.0,Tier 1 General,6.5,1,0,MEDIUM
CXP-2024-00322,CUST-10281,2025-01-17 09:25:00,Digital Banking,Mobile App iOS,Security & Credentials,Unrecognized login security alert,Phone / Contact Center,32,Premium Cardholder,Southeast,55,34,5930.14,Urgent issue: Unrecognized login security alert regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 55 months and I expect better service.,2025-01-18 03:25:00,2025-01-25 12:25:00,Closed with Explanation,Dispute Denied,1,1.0,Tier 2 Escalations,8.12,1,0,CRITICAL
CXP-2024-00197,CUST-10282,2025-02-11 08:48:00,Savings Account,Money Market Account,Account Maintenance,Joint owner addition delayed,Mobile App,55,Emerging Wealth,West Coast,50,9,1266.09,Disputed charge and joint owner addition delayed on Money Market Account. The app crashed and agent on phone was unable to waive fees.,2025-02-11 22:48:00,2025-02-16 10:48:00,Closed with Explanation,Policy Explanation,0,1.0,Tier 1 General,5.08,1,0,MEDIUM
CXP-2024-00417,CUST-10282,2025-04-07 16:43:00,Credit Card,Cash Back Preferred,Credit Line Decrease,Requested limit increase denied,Web Portal,55,Emerging Wealth,West Coast,50,9,1266.09,No complaint narrative provided.,2025-04-07 21:43:00,2025-04-10 17:43:00,Closed with Monetary Relief,Full Refund,0,3.0,Tier 1 General,3.04,0,1,HIGH
CXP-2024-00200,CUST-10283,2024-09-12 20:42:00,Digital Banking,Web Online Portal,Security & Credentials,Account locked after password reset,Phone / Contact Center,50,High Net Worth,Northeast,29,92,13611.54,Filing a formal complaint about account locked after password reset. Resolution has taken too long and I am considering closing my account.,2024-09-13 07:42:00,2024-09-22 05:42:00,Closed with Non-Monetary Relief,Full Refund,1,1.0,Tier 2 Escalations,9.38,1,0,CRITICAL
CXP-2024-00306,CUST-10283,2024-09-23 20:00:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,Balance transfer fee dispute,Phone / Contact Center,50,High Net Worth,Northeast,29,92,13611.54,Filing a formal complaint about balance transfer fee dispute. Resolution has taken too long and I am considering closing my account.,2024-09-24 06:00:00,2024-09-25 04:00:00,Closed with Explanation,Dispute Denied,0,5.0,Tier 1 General,1.33,0,1,HIGH
CXP-2024-00298,CUST-10283,2024-10-16 20:15:00,Savings Account,Certificate of Deposit (CD),Account Maintenance,Monthly maintenance fee assessed despite minimum balance,Web Portal,50,High Net Worth,Northeast,29,92,13611.54,Extremely frustrated with the monthly maintenance fee assessed despite minimum balance on my Certificate of Deposit (CD). This has happened multiple times and customer support failed to resolve it promptly.,2024-10-17 01:15:00,2024-10-19 21:15:00,Closed with Explanation,Policy Explanation,0,4.0,Tier 1 General,3.04,0,1,HIGH
CXP-2024-00165,CUST-10283,2025-01-10 10:15:00,Savings Account,High Yield Savings,Interest Rate Dispute,Promotional APY rate dropped early,Mobile App,50,High Net Worth,Northeast,29,92,13611.54,I am writing regarding my High Yield Savings account. I encountered a severe promotional apy rate dropped early on 2025-01-10. I tried resolving this via Mobile App but the service was disappointing.,2025-01-10 20:15:00,2025-01-15 20:15:00,Closed with Monetary Relief,Full Refund,0,1.0,Tier 1 General,5.42,1,1,HIGH
CXP-2024-00215,CUST-10283,2025-02-25 13:48:00,Digital Banking,Mobile App Android,Digital Dispute Tool Error,Dispute submission button unresponsive,Phone / Contact Center,50,High Net Worth,Northeast,29,92,13611.54,Filing a formal complaint about dispute submission button unresponsive. Resolution has taken too long and I am considering closing my account.,2025-02-25 18:48:00,2025-03-03 20:48:00,Closed with Monetary Relief,Fee Waived,0,5.0,Digital Tech Support,6.29,1,1,HIGH
CXP-2024-00162,CUST-10284,2024-02-20 08:02:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Credit limit reduced without clear reason,Mobile App,25,Small Business,Northeast,29,62,11239.01,Disputed charge and credit limit reduced without clear reason on Platinum Rewards Card. The app crashed and agent on phone was unable to waive fees.,2024-02-20 14:02:00,2024-02-26 20:02:00,Closed with Non-Monetary Relief,Fee Waived,0,3.0,Tier 1 General,6.5,1,0,MEDIUM
CXP-2024-00329,CUST-10284,2024-12-18 10:47:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,APR increased without prior notification,Mobile App,25,Small Business,Northeast,29,62,11239.01,Filing a formal complaint about apr increased without prior notification. Resolution has taken too long and I am considering closing my account.,2024-12-19 05:47:00,2024-12-21 13:47:00,Closed with Explanation,Dispute Denied,0,1.0,Tier 1 General,3.12,0,0,LOW
CXP-2024-00091,CUST-10286,2024-11-12 11:32:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,Balance transfer fee dispute,Mobile App,51,Emerging Wealth,Midwest,33,30,3358.17,I am writing regarding my Cash Back Preferred account. I encountered a severe balance transfer fee dispute on 2024-11-12. I tried resolving this via Mobile App but the service was disappointing.,2024-11-12 21:32:00,2024-11-13 17:32:00,Closed with Explanation,Policy Explanation,0,4.0,Tier 1 General,1.25,0,0,LOW
CXP-2024-00009,CUST-10287,2024-07-13 19:52:00,Credit Card,Platinum Rewards Card,Interest Rate Dispute,Balance transfer fee dispute,Phone / Contact Center,52,Premium Cardholder,Southwest,14,26,4410.14,Urgent issue: Balance transfer fee dispute regarding Credit Card. I request an immediate refund and resolution. My account tenure is 14 months and I expect better service.,2024-07-14 07:52:00,2024-07-21 04:52:00,Closed with Monetary Relief,Statement Credit,1,4.0,Tier 2 Escalations,7.38,1,0,CRITICAL
CXP-2024-00086,CUST-10288,2025-07-13 09:14:00,Savings Account,Money Market Account,Transfer & Withdrawal Limits,Wire transfer held for security review,Web Portal,44,Emerging Wealth,Southeast,22,31,4327.07,Filing a formal complaint about wire transfer held for security review. Resolution has taken too long and I am considering closing my account.,2025-07-13 14:14:00,2025-07-14 17:14:00,Closed with Non-Monetary Relief,Statement Credit,0,5.0,Tier 1 General,1.33,0,0,LOW
CXP-2024-00044,CUST-10288,2025-10-06 16:22:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,APR increased without prior notification,Phone / Contact Center,44,Emerging Wealth,Southeast,22,31,4327.07,Extremely frustrated with the apr increased without prior notification on my Cash Back Preferred. This has happened multiple times and customer support failed to resolve it promptly.,2025-10-07 01:22:00,2025-10-15 17:22:00,Closed with Non-Monetary Relief,Full Refund,0,3.0,Tier 1 General,9.04,1,1,HIGH
CXP-2024-00095,CUST-10290,2024-11-23 19:43:00,Credit Card,Basic Credit Card,Credit Line Decrease,Credit score drop notification error,Mobile App,24,Premium Cardholder,Midwest,76,40,6461.08,Urgent issue: Credit score drop notification error regarding Credit Card. I request an immediate refund and resolution. My account tenure is 76 months and I expect better service.,2024-11-23 22:43:00,2024-11-24 22:43:00,Closed with Explanation,Dispute Denied,0,4.0,Tier 1 General,1.12,0,0,LOW
CXP-2024-00132,CUST-10291,2025-06-23 11:47:00,Credit Card,Basic Credit Card,Rewards Redemption Failure,Travel portal booking error,Mobile App,34,Emerging Wealth,Midwest,44,25,3278.88,No complaint narrative provided.,2025-06-24 07:47:00,2025-06-24 17:47:00,Closed with Non-Monetary Relief,Statement Credit,0,3.0,Tier 1 General,1.25,0,0,LOW
CXP-2024-00467,CUST-10292,2024-02-02 20:33:00,Digital Banking,Web Online Portal,Digital Dispute Tool Error,Document upload failing for chargeback,Mobile App,28,Emerging Wealth,Midwest,16,13,3809.86,Urgent issue: Document upload failing for chargeback regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 16 months and I expect better service.,2024-02-02 23:33:00,2024-02-10 08:33:00,Closed with Monetary Relief,Full Refund,0,2.0,Digital Tech Support,7.5,1,0,MEDIUM
CXP-2024-00341,CUST-10292,2024-09-06 08:03:00,Credit Card,Platinum Rewards Card,Rewards Redemption Failure,Points failed to credit after promotion,Web Portal,28,Emerging Wealth,Midwest,16,13,3809.86,I am writing regarding my Platinum Rewards Card account. I encountered a severe points failed to credit after promotion on 2024-09-06. I tried resolving this via Web Portal but the service was disappointing.,2024-09-06 22:03:00,2024-09-08 16:03:00,Closed with Monetary Relief,Fee Waived,0,4.0,Tier 1 General,2.33,0,0,LOW
CXP-2024-00326,CUST-10295,2025-04-16 11:09:00,Savings Account,High Yield Savings,Interest Rate Dispute,Promotional APY rate dropped early,Branch,42,Mass Market,Northeast,53,15,1533.77,Disputed charge and promotional apy rate dropped early on High Yield Savings. The app crashed and agent on phone was unable to waive fees.,2025-04-16 18:09:00,2025-04-19 20:09:00,Closed with Non-Monetary Relief,Full Refund,0,2.0,Tier 1 General,3.38,0,0,LOW
CXP-2024-00161,CUST-10295,2025-10-15 09:08:00,Digital Banking,Mobile App Android,Security & Credentials,Account locked after password reset,Phone / Contact Center,42,Mass Market,Northeast,53,15,1533.77,Urgent issue: Account locked after password reset regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 53 months and I expect better service.,2025-10-15 18:08:00,2025-10-17 17:08:00,Closed with Explanation,Dispute Denied,0,4.0,Digital Tech Support,2.33,0,0,LOW
CXP-2024-00361,CUST-10296,2024-06-14 12:17:00,Credit Card,Platinum Rewards Card,Interest Rate Dispute,APR increased without prior notification,Web Portal,19,Mass Market,Northeast,26,11,1808.14,Disputed charge and apr increased without prior notification on Platinum Rewards Card. The app crashed and agent on phone was unable to waive fees.,2024-06-15 10:17:00,2024-06-20 19:17:00,Closed with Non-Monetary Relief,Full Refund,0,2.0,Tier 1 General,6.29,1,0,MEDIUM
